transaction_id,project_id,supplier_id,material_id,worker_id,equipment_id,po_number,po_date,expected_delivery_date,actual_delivery_date,delivery_delay_days,quantity,material_cost,labor_days,labor_cost,equipment_usage_days,fuel_cost,equipment_cost,transportation_cost,rework_cost,total_transaction_cost,po_status,transaction_status,quality_issue_flag,downtime_hours,utilization_flag
11902,10022,30029,20172,40276,5048,PO711902,01/08/2024,02/01/2024,02/07/2025,18,12,166740,13,64675,13,26908,113789,2545,24766,399423,Open,Pending,No,16,Optimal
11903,10011,30098,20128,40013,5010,PO711903,08/06/2025,09/08/2023,09/05/2025,21,160,3941920,6,49728,5,46315,40695,18713,22908,4120279,Closed,Pending,Yes,6,Optimal
11904,10001,30035,20175,40084,5029,PO711904,01/06/2023,01/07/2025,02/02/2023,2,141,2948169,4,10296,18,43654,214740,20425,23552,3260836,Closed,Pending,No,13,Underutilized
11905,10024,30001,20176,40414,5037,PO711905,12/10/2023,12/11/2024,01/04/2025,24,48,720336,2,5002,13,45766,68731,4886,21599,866320,Partial,Completed,Yes,9,Underutilized
11906,10001,30076,20051,40106,5030,PO711906,03/03/2027,04/10/2025,05/01/2025,21,54,356400,10,50890,17,40843,116841,5964,3212,574150,Closed,Pending,Yes,3,Underutilized
11907,10014,30043,20152,40287,5010,PO711907,05/04/2026,05/02/2027,05/05/2027,3,110,710050,14,76958,18,25595,86886,11106,9386,919981,Open,Pending,Yes,2,Optimal
11908,10009,30093,20045,40222,5042,PO711908,11/01/2024,11/08/2024,12/01/2023,11,51,285090,10,45210,17,48642,126939,25056,3870,534807,Open,Completed,No,10,Optimal
11909,10007,30076,20062,40367,5033,PO711909,06/08/2025,06/10/2026,06/10/2026,0,45,755955,11,39743,10,13859,142400,24015,14438,990410,Partial,Pending,No,17,Optimal
11910,10043,30077,20148,40154,5031,PO711910,07/10/2026,08/06/2026,08/09/2026,3,24,360576,2,14932,10,1931,141670,11542,5031,535682,Partial,Pending,No,12,Underutilized
11911,10018,30045,20084,40196,5047,PO711911,02/12/2026,03/11/2026,04/02/2025,10,41,44608,9,68148,2,29943,20256,22323,24879,210157,Open,Completed,Yes,0,Optimal
11912,10003,30046,20071,40392,5047,PO711912,03/06/2027,04/11/2026,04/12/2026,1,192,4638144,2,10900,1,19634,13365,1830,24117,4707990,Open,Pending,Yes,16,Optimal
11913,10003,30072,20105,40437,5030,PO711913,02/01/2025,02/02/2027,03/12/2025,14,136,3114944,7,27503,6,34115,54252,10791,21927,3263532,Open,Pending,No,12,Optimal
11914,10033,30019,20145,40418,5008,PO711914,04/12/2024,05/06/2024,05/07/2025,13,110,677160,15,139215,1,24693,7669,7896,20396,877029,Partial,Pending,No,4,Optimal
11915,10023,30010,20097,40209,5031,PO711915,03/05/2027,04/11/2025,04/10/2026,11,145,330310,5,29705,15,35820,138240,19946,1220,555241,Open,Completed,Yes,17,Underutilized
11916,10048,30069,20083,40105,5005,PO711916,09/12/2025,10/05/2025,10/08/2026,15,35,639030,11,89826,18,45305,268776,12653,13166,1068756,Closed,Completed,Yes,3,Optimal
11917,10038,30076,20185,40043,5006,PO711917,02/09/2025,02/11/2026,02/02/2027,3,73,1456204,6,51018,6,35236,79578,9671,20393,1652100,Closed,Completed,No,23,Optimal
11918,10020,30015,20195,40131,5002,PO711918,11/12/2023,12/08/2023,12/01/2024,5,11,146685,2,12040,9,27401,33777,1760,16769,238432,Closed,Pending,Yes,5,Optimal
11919,10047,30073,20068,40159,5024,PO711919,05/12/2025,06/10/2025,07/01/2025,21,17,108562,3,19359,13,5826,193505,6543,10914,344709,Closed,Completed,No,20,Underutilized
11920,10025,30035,20186,40462,5024,PO711920,09/08/2023,10/03/2023,10/11/2024,20,160,1201600,11,32472,8,3844,110256,15701,1592,1365465,Partial,Completed,Yes,6,Underutilized
11921,10015,30047,20072,40265,5031,PO711921,01/03/2024,01/10/2024,01/02/2025,4,30,547860,10,78600,3,45997,33444,23724,5300,734925,Closed,Pending,No,14,Underutilized
11922,10021,30009,20143,40311,5021,PO711922,10/03/2024,11/04/2023,11/03/2024,11,99,1233540,15,145515,15,33950,205230,2622,1469,1622326,Open,Completed,Yes,1,Optimal
11923,10018,30060,20129,40199,5022,PO711923,12/03/2026,12/06/2026,12/07/2026,1,5,44450,12,72648,1,22850,10388,18214,2632,171182,Open,Completed,Yes,24,Optimal
11924,10010,30053,20039,40071,5031,PO711924,11/11/2023,11/02/2025,12/03/2023,7,135,1454355,9,71946,6,16320,87426,28024,12224,1670295,Partial,Pending,No,19,Optimal
11925,10035,30002,20167,40262,5046,PO711925,04/02/2023,04/03/2025,05/04/2024,19,41,547309,11,36542,2,21170,21658,26304,21451,674434,Open,Completed,Yes,14,Optimal
11926,10019,30062,20187,40181,5008,PO711926,02/04/2024,02/06/2025,03/10/2024,21,84,110544,12,99036,15,7541,119760,8659,23898,369438,Open,Pending,Yes,21,Underutilized
11927,10021,30050,20079,40353,5016,PO711927,03/05/2026,04/05/2025,05/08/2024,21,164,472320,4,16448,2,2262,11672,18567,5921,527190,Open,Pending,Yes,15,Optimal
11928,10003,30030,20099,40470,5025,PO711928,03/06/2025,03/07/2027,04/01/2025,1,76,1612492,10,74320,4,24999,45992,25950,12304,1796057,Partial,Pending,No,4,Underutilized
11929,10008,30062,20155,40027,5041,PO711929,11/01/2024,11/03/2025,12/01/2023,4,24,334872,10,39690,16,3357,168144,13588,15705,575356,Open,Pending,Yes,8,Optimal
11930,10017,30088,20025,40380,5025,PO711930,08/06/2023,08/10/2023,08/05/2024,7,28,639576,1,7234,16,2823,108704,27585,11786,797708,Closed,Pending,No,8,Optimal
11931,10014,30063,20086,40145,5023,PO711931,05/12/2025,06/10/2025,07/04/2024,12,44,880044,4,27012,10,43707,103320,23425,16977,1094485,Closed,Pending,Yes,14,Underutilized
11932,10005,30035,20138,40500,5047,PO711932,12/03/2026,01/09/2026,02/02/2025,12,186,3102666,7,63077,20,7260,178000,18040,9971,3379014,Open,Completed,No,12,Underutilized
11933,10023,30010,20095,40099,5037,PO711933,08/02/2026,08/03/2027,09/02/2025,6,51,262395,7,41433,8,22656,95248,5351,18994,446077,Open,Pending,No,8,Optimal
11934,10030,30064,20067,40098,5019,PO711934,07/03/2023,07/11/2023,07/12/2024,13,34,138652,9,70659,20,11675,271880,6360,14417,513643,Open,Completed,Yes,18,Underutilized
11935,10031,30043,20074,40061,5037,PO711935,03/04/2025,03/02/2026,04/11/2024,16,81,1433943,2,19010,10,48343,97290,23306,10071,1631963,Closed,Pending,Yes,3,Underutilized
11936,10034,30091,20092,40016,5005,PO711936,07/10/2024,08/10/2023,08/11/2024,13,44,567732,12,53784,16,34189,140720,7478,20154,824057,Closed,Completed,Yes,14,Optimal
11937,10041,30040,20026,40307,5003,PO711937,07/02/2023,07/07/2025,08/01/2024,13,149,467115,4,37460,10,43601,110470,26609,8849,694104,Partial,Completed,No,23,Optimal
11938,10045,30045,20184,40210,5023,PO711938,06/11/2023,07/08/2023,07/06/2025,22,107,1315351,13,99164,3,34913,39939,27777,20909,1538053,Closed,Pending,No,9,Optimal
11939,10014,30041,20035,40406,5010,PO711939,10/10/2024,10/06/2026,11/09/2024,10,165,1827705,12,103236,10,45167,135090,21063,23829,2156090,Partial,Pending,No,22,Optimal
11940,10037,30099,20126,40086,5001,PO711940,03/05/2025,03/01/2027,04/05/2026,23,23,370783,1,3273,2,48880,18374,15510,14409,471229,Open,Pending,Yes,0,Optimal
11941,10041,30004,20124,40336,5005,PO711941,12/11/2024,12/02/2025,01/02/2025,19,15,238110,15,100215,4,27718,26996,16060,24758,433857,Closed,Completed,No,16,Underutilized
11942,10001,30079,20114,40011,5049,PO711942,06/06/2024,07/04/2024,07/11/2024,7,70,611870,15,86565,4,46414,15912,8928,2878,772567,Open,Pending,Yes,20,Underutilized
11943,10038,30073,20134,40066,5008,PO711943,10/04/2026,11/02/2026,12/02/2025,18,44,564300,8,49592,19,9792,248634,18041,6884,897243,Partial,Completed,No,18,Optimal
11944,10004,30033,20019,40432,5030,PO711944,04/09/2024,04/07/2025,05/03/2024,14,62,379006,14,128492,9,46588,65052,5652,12380,637170,Open,Pending,Yes,21,Underutilized
11945,10015,30037,20064,40482,5014,PO711945,06/07/2024,07/06/2024,08/03/2023,16,109,570506,14,51870,1,8690,8085,2072,17325,658548,Closed,Pending,Yes,9,Optimal
11946,10045,30017,20080,40038,5005,PO711946,04/08/2024,04/08/2025,05/05/2024,15,113,424880,12,59556,14,28860,90300,25974,11233,640803,Closed,Completed,Yes,13,Optimal
11947,10040,30063,20138,40496,5022,PO711947,06/06/2025,07/05/2025,07/06/2025,1,71,1184351,8,53648,6,13849,34236,9046,5017,1300147,Partial,Completed,No,14,Underutilized
11948,10044,30097,20173,40125,5039,PO711948,07/01/2025,07/01/2026,08/05/2025,23,88,231440,1,5907,18,31132,225450,26813,6631,527373,Partial,Pending,No,13,Underutilized
11949,10050,30095,20131,40305,5013,PO711949,05/01/2026,05/04/2026,06/11/2024,14,34,336430,5,27470,13,35153,89089,14156,23057,525355,Open,Completed,No,1,Underutilized
11950,10022,30098,20080,40144,5008,PO711950,06/03/2025,07/06/2023,07/12/2024,18,117,439920,10,73420,18,44910,82314,14296,4456,659316,Closed,Pending,No,1,Optimal
11951,10018,30052,20148,40036,5036,PO711951,08/10/2025,09/08/2024,09/03/2025,7,11,165264,14,76454,4,2364,15648,12855,11763,284348,Closed,Pending,Yes,5,Underutilized
11952,10001,30049,20150,40004,5005,PO711952,07/01/2025,07/07/2025,07/04/2026,9,37,220594,5,42995,11,33944,162360,22281,11164,493338,Partial,Completed,Yes,15,Underutilized
11953,10044,30027,20150,40310,5049,PO711953,08/04/2024,09/12/2023,09/05/2025,17,64,381568,11,26488,1,33602,8344,12148,632,462782,Closed,Pending,No,18,Optimal
11954,10039,30039,20145,40441,5007,PO711954,02/11/2024,03/04/2023,03/10/2023,6,39,240084,4,32284,17,2712,83844,24436,23189,406549,Closed,Completed,No,7,Optimal
11955,10029,30073,20026,40086,5048,PO711955,06/09/2024,07/08/2024,07/03/2026,19,97,304095,9,29457,6,48222,87480,10826,9915,489995,Partial,Completed,No,4,Underutilized
11956,10004,30001,20051,40447,5035,PO711956,02/03/2026,03/11/2024,03/07/2025,8,95,627000,5,14785,17,31707,91681,4991,1839,772003,Closed,Pending,No,14,Optimal
11957,10004,30034,20056,40354,5011,PO711957,01/03/2024,01/03/2025,01/01/2026,10,134,368500,6,50718,15,10050,111405,14750,14092,569515,Open,Completed,No,8,Underutilized
11958,10019,30004,20116,40412,5048,PO711958,06/09/2023,06/12/2023,07/03/2023,21,53,565828,2,19010,15,24551,201900,27898,17291,856478,Closed,Completed,No,20,Underutilized
11959,10041,30027,20067,40121,5028,PO711959,04/11/2024,05/08/2024,05/10/2024,2,83,338474,10,80700,17,35584,148240,11794,10288,625080,Closed,Pending,No,18,Optimal
11960,10037,30008,20118,40376,5030,PO711960,03/10/2024,04/02/2024,05/09/2023,25,58,319812,5,44970,14,20597,181748,28465,19402,614994,Open,Pending,No,8,Optimal
11961,10029,30042,20192,40135,5001,PO711961,08/08/2026,09/08/2025,10/03/2025,25,150,345000,11,87043,7,12574,67543,12018,7695,531873,Open,Completed,Yes,2,Underutilized
11962,10014,30017,20153,40314,5016,PO711962,10/02/2024,10/02/2025,11/04/2024,21,116,2479848,7,50603,20,36809,159500,28889,23812,2779461,Closed,Pending,Yes,9,Optimal
11963,10046,30065,20111,40415,5001,PO711963,09/11/2025,10/08/2024,10/07/2025,11,149,351044,14,80094,15,1311,151080,2482,2319,588330,Open,Completed,No,7,Optimal
11964,10025,30028,20153,40156,5009,PO711964,02/02/2025,02/04/2026,02/03/2027,11,129,2757762,1,7225,7,9317,102011,14643,12918,2903876,Partial,Pending,Yes,8,Optimal
11965,10048,30025,20191,40439,5050,PO711965,10/03/2023,10/01/2025,11/08/2023,14,160,3911040,11,47619,18,25389,137844,21328,17747,4160967,Open,Pending,No,7,Underutilized
11966,10024,30051,20024,40039,5043,PO711966,06/07/2026,07/03/2026,07/09/2026,6,59,1325258,9,47664,18,47227,67554,3530,5272,1496505,Closed,Completed,No,11,Optimal
11967,10025,30039,20113,40121,5014,PO711967,03/03/2024,03/12/2024,04/02/2023,9,88,2164888,14,112980,16,14246,85120,24954,8121,2410309,Open,Pending,No,12,Optimal
11968,10047,30021,20084,40160,5038,PO711968,06/04/2025,07/02/2024,07/03/2025,13,132,143616,5,20010,10,29724,78810,11357,13281,296798,Partial,Completed,Yes,0,Underutilized
11969,10002,30045,20076,40155,5004,PO711969,03/01/2026,04/09/2025,05/08/2024,17,35,640850,9,52290,11,20235,70532,20062,18920,822889,Closed,Completed,No,8,Underutilized
11970,10003,30091,20022,40250,5010,PO711970,06/04/2025,07/05/2024,07/02/2025,9,192,907968,2,15196,11,19733,52316,9230,18754,1023197,Open,Completed,Yes,1,Underutilized
11971,10031,30030,20170,40413,5012,PO711971,07/01/2023,07/02/2025,08/02/2023,7,93,529542,4,22096,3,25823,19347,9485,5800,612093,Closed,Completed,No,24,Optimal
11972,10009,30073,20048,40232,5039,PO711972,10/08/2023,11/06/2023,11/05/2025,23,28,172340,2,10912,20,45318,69380,26071,7556,331577,Partial,Completed,Yes,3,Underutilized
11973,10043,30056,20103,40208,5021,PO711973,06/06/2024,06/05/2025,07/11/2024,24,59,136644,2,7558,2,9093,15098,7893,13821,190107,Closed,Completed,Yes,11,Underutilized
11974,10013,30091,20047,40175,5026,PO711974,05/10/2026,06/10/2025,06/12/2026,14,136,1057672,2,15482,11,46531,114026,8008,24397,1266116,Open,Pending,Yes,20,Optimal
11975,10019,30082,20098,40162,5032,PO711975,02/02/2025,02/05/2025,02/05/2026,12,70,1618960,6,24402,9,40152,35262,12921,23681,1755378,Open,Completed,Yes,0,Underutilized
11976,10003,30093,20172,40177,5004,PO711976,11/09/2024,11/04/2025,11/11/2025,7,182,2528890,7,61558,9,19664,121185,23279,23101,2777677,Open,Pending,No,17,Underutilized
11977,10026,30030,20074,40012,5003,PO711977,06/12/2026,07/07/2026,08/03/2025,15,155,2743965,15,83940,16,12773,64800,2292,572,2908342,Partial,Pending,No,2,Optimal
11978,10047,30010,20147,40377,5021,PO711978,11/02/2025,12/09/2023,12/07/2024,10,195,3431025,14,82964,10,14637,63870,9954,11948,3614398,Partial,Pending,No,12,Underutilized
11979,10005,30032,20131,40395,5038,PO711979,03/09/2025,03/02/2026,04/02/2024,7,172,1701940,15,110745,19,35420,215783,21803,15796,2101487,Closed,Pending,Yes,5,Underutilized
11980,10005,30005,20086,40406,5038,PO711980,01/01/2025,01/06/2025,02/01/2024,14,53,1060053,6,51618,9,25834,130356,18225,13370,1299456,Closed,Completed,No,20,Optimal
11981,10050,30092,20155,40448,5044,PO711981,10/07/2023,10/02/2025,11/06/2023,11,88,1227864,10,53520,12,3526,105756,27076,14615,1432357,Partial,Completed,No,24,Optimal
11982,10047,30014,20023,40105,5029,PO711982,04/11/2023,04/05/2024,04/06/2024,1,50,1037550,9,73494,9,25557,80766,28567,4488,1250422,Open,Pending,Yes,20,Underutilized
11983,10021,30006,20033,40094,5028,PO711983,03/03/2025,04/07/2024,04/11/2024,4,176,2777984,1,2042,17,36404,107644,14973,11523,2950570,Closed,Pending,No,1,Optimal
11984,10042,30060,20177,40154,5011,PO711984,05/09/2024,05/12/2024,05/12/2025,12,84,1602384,7,52262,20,33862,183380,7721,7088,1886697,Open,Pending,Yes,0,Optimal
11985,10009,30057,20154,40140,5039,PO711985,01/01/2024,01/06/2026,01/07/2026,1,123,689415,7,15407,16,2164,151888,19950,9691,888515,Closed,Completed,No,4,Underutilized
11986,10028,30050,20174,40267,5016,PO711986,10/02/2023,10/09/2024,10/05/2025,8,117,469404,1,2606,16,6782,144032,13201,16744,652769,Partial,Pending,Yes,14,Underutilized
11987,10010,30054,20069,40084,5011,PO711987,06/09/2023,06/04/2024,06/03/2025,11,33,736065,15,38610,19,44655,71478,9445,234,900487,Partial,Completed,Yes,20,Underutilized
11988,10031,30093,20159,40097,5024,PO711988,10/10/2025,10/05/2026,11/12/2024,14,134,2343794,2,7190,17,37721,134997,15665,6502,2545869,Open,Pending,No,15,Underutilized
11989,10015,30065,20139,40421,5048,PO711989,08/02/2026,09/10/2024,09/02/2026,16,86,488910,3,15600,15,49028,78435,23529,21913,677415,Closed,Completed,Yes,9,Optimal
11990,10022,30063,20152,40107,5003,PO711990,01/04/2027,02/02/2027,03/06/2026,20,149,961795,7,31045,9,40603,42633,7435,8252,1091763,Closed,Pending,No,3,Underutilized
11991,10032,30034,20182,40187,5043,PO711991,06/04/2025,06/04/2026,07/08/2025,22,74,1419172,14,93142,6,47254,38178,13831,13189,1624766,Open,Pending,No,21,Optimal
11992,10006,30063,20074,40222,5035,PO711992,08/12/2026,09/10/2026,10/09/2025,17,182,3221946,3,13563,6,16839,51072,11491,2917,3317828,Open,Pending,No,1,Underutilized
11993,10016,30089,20062,40413,5007,PO711993,11/05/2026,12/08/2024,12/05/2025,9,180,3023820,13,71812,16,43478,173184,26178,7258,3345730,Closed,Completed,Yes,1,Underutilized
11994,10020,30051,20187,40463,5037,PO711994,09/03/2025,10/11/2024,10/08/2025,9,86,113176,7,69559,2,2535,21362,4110,22259,233001,Closed,Pending,No,0,Optimal
11995,10002,30059,20092,40175,5012,PO711995,08/09/2026,09/08/2026,09/02/2027,6,5,64515,9,69669,9,48751,124767,24528,13143,345373,Open,Pending,Yes,24,Underutilized
11996,10018,30045,20168,40156,5045,PO711996,03/07/2025,04/03/2025,04/05/2025,2,123,1240578,10,72250,3,17058,17505,13671,3110,1364172,Closed,Pending,Yes,20,Optimal
11997,10042,30095,20101,40199,5039,PO711997,06/07/2023,06/10/2023,07/04/2023,24,83,217709,1,6054,12,39116,106824,2858,23002,395563,Open,Pending,No,18,Optimal
11998,10020,30036,20025,40128,5019,PO711998,06/11/2025,06/12/2026,06/01/2027,1,100,2284200,8,75640,6,30235,40746,25829,3091,2459741,Partial,Completed,No,19,Underutilized
11999,10012,30013,20182,40170,5014,PO711999,11/01/2025,11/06/2025,11/05/2026,11,148,2838344,13,122174,14,34622,178724,3594,24255,3201713,Closed,Completed,No,16,Underutilized
12000,10037,30098,20058,40122,5004,PO712000,04/10/2026,05/01/2025,05/09/2025,8,144,2051712,6,46926,20,42521,70100,7309,17213,2235781,Open,Pending,No,6,Optimal
12001,10003,30050,20187,40409,5032,PO712001,06/07/2026,07/08/2025,07/09/2025,1,69,90804,1,4104,6,48157,46968,24413,10055,224501,Open,Pending,Yes,15,Underutilized
12002,10013,30084,20159,40387,5008,PO712002,04/03/2026,05/02/2024,05/02/2026,24,34,594694,10,83750,3,27364,35835,16583,2772,760998,Partial,Pending,No,19,Optimal
12003,10049,30022,20129,40336,5031,PO712003,02/10/2023,03/09/2023,03/12/2023,3,102,906780,1,6681,11,33697,106073,24739,17933,1095903,Closed,Pending,Yes,23,Optimal
12004,10001,30067,20074,40110,5005,PO712004,08/05/2025,09/10/2024,09/06/2025,8,124,2195172,6,31236,12,7949,60540,16411,20063,2331371,Open,Pending,No,8,Underutilized
12005,10025,30084,20016,40105,5034,PO712005,10/05/2025,11/03/2023,11/05/2023,2,149,1762521,9,73494,13,40087,141635,13388,5383,2036508,Partial,Completed,Yes,0,Optimal
12006,10017,30077,20200,40202,5028,PO712006,06/04/2026,07/01/2026,08/01/2024,7,157,2530526,10,95900,6,14879,79008,19973,12050,2752336,Open,Completed,No,17,Underutilized
12007,10023,30004,20184,40092,5006,PO712007,09/01/2027,09/04/2027,10/01/2025,3,177,2175861,4,35676,19,5722,246164,15265,5684,2484372,Partial,Pending,Yes,12,Underutilized
12008,10017,30009,20193,40359,5002,PO712008,02/08/2025,02/04/2027,03/10/2026,22,149,2411118,10,97460,17,47309,210987,23259,11179,2801312,Closed,Completed,Yes,0,Underutilized
12009,10046,30020,20008,40354,5045,PO712009,12/09/2025,12/06/2026,01/11/2025,12,26,297232,6,50718,12,35845,170364,15239,22021,591419,Closed,Completed,No,11,Underutilized
12010,10008,30031,20091,40344,5010,PO712010,06/10/2024,06/05/2025,07/05/2024,18,102,2094060,13,29952,5,20008,23190,7533,7494,2182237,Partial,Completed,No,8,Underutilized
12011,10037,30054,20018,40243,5001,PO712011,07/03/2026,08/03/2024,08/11/2024,8,84,516432,9,55179,7,39834,58303,12985,16500,699233,Partial,Pending,No,6,Underutilized
12012,10031,30080,20197,40314,5048,PO712012,03/04/2026,04/04/2024,04/05/2025,13,107,164138,15,108435,10,12749,91560,11137,20133,408152,Closed,Completed,No,20,Optimal
12013,10046,30049,20154,40187,5009,PO712013,09/03/2027,10/03/2025,10/03/2025,0,85,476425,13,86489,9,36039,31131,29022,6276,665382,Partial,Pending,No,18,Optimal
12014,10002,30071,20095,40378,5018,PO712014,09/06/2026,10/04/2026,11/11/2024,14,48,246960,14,56252,2,49009,26856,11636,17812,408525,Partial,Pending,No,10,Optimal
12015,10039,30006,20196,40085,5038,PO712015,07/11/2025,08/03/2025,08/07/2025,4,108,170964,6,25092,16,28787,207824,16523,10233,459423,Open,Pending,Yes,8,Optimal
12016,10025,30056,20039,40083,5004,PO712016,01/11/2026,02/03/2025,02/10/2025,7,200,2154600,7,27440,20,25302,118800,7808,13383,2347333,Closed,Completed,No,14,Optimal
12017,10020,30064,20003,40379,5039,PO712017,07/09/2024,07/05/2025,08/12/2023,14,93,851415,10,73170,4,20856,31080,23390,8633,1008544,Open,Pending,No,17,Optimal
12018,10043,30011,20101,40104,5046,PO712018,12/05/2024,12/08/2024,01/02/2024,13,55,144265,10,31870,7,31663,99862,15449,607,323716,Partial,Completed,Yes,22,Optimal
12019,10031,30078,20003,40342,5032,PO712019,07/02/2023,07/10/2023,07/04/2025,18,97,888035,3,20364,1,32030,4803,29662,24669,999563,Partial,Completed,Yes,1,Underutilized
12020,10036,30078,20153,40041,5027,PO712020,08/02/2023,08/10/2023,08/07/2024,9,156,3334968,12,70644,3,11324,23046,15278,14110,3469370,Partial,Pending,No,10,Optimal
12021,10025,30093,20035,40013,5041,PO712021,08/06/2027,09/06/2025,09/02/2027,20,116,1284932,6,49728,2,30717,26034,14387,7699,1413497,Partial,Completed,No,12,Underutilized
12022,10023,30095,20085,40398,5010,PO712022,03/08/2025,03/11/2025,04/05/2025,25,78,363636,1,4171,1,4877,11741,19079,7220,410724,Closed,Completed,Yes,21,Underutilized
12023,10002,30029,20053,40260,5030,PO712023,01/08/2023,02/01/2023,02/01/2024,12,81,395118,8,35168,19,22735,144989,23394,4066,625470,Open,Completed,No,7,Optimal
12024,10043,30074,20180,40315,5050,PO712024,07/02/2026,08/07/2025,09/11/2024,23,90,382050,3,6438,16,40928,121360,20446,10026,581248,Open,Pending,No,23,Optimal
12025,10029,30090,20009,40416,5007,PO712025,02/03/2025,03/09/2023,03/11/2024,14,97,1965123,5,26230,9,25589,35001,2951,5854,2060748,Open,Completed,No,1,Optimal
12026,10044,30038,20001,40310,5024,PO712026,05/07/2023,05/06/2024,06/06/2023,19,149,3400031,10,24080,1,25673,9121,16756,20412,3496073,Open,Completed,No,10,Underutilized
12027,10023,30043,20106,40482,5003,PO712027,07/03/2024,07/01/2025,08/07/2024,25,73,649919,2,7410,9,45236,130806,26768,1287,861426,Partial,Completed,Yes,18,Optimal
12028,10008,30002,20121,40232,5031,PO712028,09/07/2024,10/02/2024,10/03/2025,13,126,1942416,12,65472,2,42069,19508,16216,6790,2092471,Open,Pending,Yes,17,Underutilized
12029,10010,30089,20188,40421,5006,PO712029,12/01/2024,12/10/2024,12/05/2025,7,175,2109275,5,26000,10,35845,144950,17081,18870,2352021,Partial,Completed,No,22,Optimal
12030,10040,30065,20110,40420,5004,PO712030,12/04/2024,12/07/2025,12/07/2026,12,177,3609915,3,13140,8,21597,71768,19814,23865,3760099,Partial,Completed,Yes,20,Optimal
12031,10022,30053,20075,40099,5023,PO712031,08/02/2025,09/10/2023,09/03/2025,17,62,456630,15,88785,8,1717,69472,3290,17443,637337,Open,Pending,Yes,17,Optimal
12032,10043,30042,20159,40428,5017,PO712032,04/05/2025,05/06/2024,05/12/2024,6,64,1119424,3,20394,3,24793,15336,14081,22739,1216767,Closed,Pending,No,8,Underutilized
12033,10024,30063,20063,40488,5047,PO712033,10/02/2024,11/12/2023,12/01/2023,19,120,631080,3,25944,10,19761,69840,24426,17649,788700,Open,Completed,No,21,Optimal
12034,10015,30029,20129,40353,5018,PO712034,08/10/2025,09/03/2025,09/07/2025,4,184,1635760,14,57568,4,18881,20064,10630,2250,1745153,Open,Pending,Yes,24,Optimal
12035,10010,30027,20099,40291,5020,PO712035,02/06/2024,03/04/2024,03/12/2024,8,41,869897,3,15618,1,30213,9335,20777,24832,970672,Open,Pending,No,6,Optimal
12036,10042,30045,20122,40309,5016,PO712036,08/06/2025,09/02/2025,09/05/2025,3,107,2589721,1,5808,1,32712,3562,17849,21164,2670816,Closed,Completed,No,9,Optimal
12037,10034,30063,20148,40034,5002,PO712037,06/04/2025,07/03/2025,07/07/2025,4,59,886416,9,55233,5,4712,67625,24388,6949,1045323,Closed,Pending,Yes,7,Underutilized
12038,10005,30012,20115,40101,5031,PO712038,05/07/2027,06/03/2025,06/08/2025,5,140,496300,13,83811,12,27523,137736,24357,13144,782871,Partial,Pending,Yes,19,Optimal
12039,10016,30070,20163,40427,5028,PO712039,11/02/2024,11/10/2025,11/06/2026,8,30,713160,1,4726,7,13226,77777,20296,5036,834221,Partial,Pending,No,17,Underutilized
12040,10039,30021,20177,40226,5006,PO712040,03/09/2024,04/06/2023,04/02/2025,20,164,3128464,12,71448,13,48092,59007,7765,471,3315247,Closed,Completed,Yes,1,Optimal
12041,10018,30046,20178,40271,5042,PO712041,09/10/2025,10/04/2025,10/05/2026,13,166,256968,11,88451,4,3038,16976,13165,2333,380931,Closed,Pending,No,24,Optimal
12042,10026,30063,20007,40173,5023,PO712042,04/09/2023,05/08/2023,05/10/2023,2,150,2053800,1,7800,8,27145,67384,17188,22619,2195936,Closed,Completed,Yes,0,Underutilized
12043,10023,30036,20134,40411,5035,PO712043,12/08/2025,01/02/2025,01/04/2026,14,19,243675,15,63150,14,23548,57176,13090,1707,402346,Open,Pending,No,16,Optimal
12044,10025,30023,20136,40076,5007,PO712044,09/01/2023,09/02/2025,10/06/2024,22,97,1037221,11,97801,10,7885,49110,12817,10668,1215502,Closed,Completed,Yes,22,Underutilized
12045,10007,30003,20191,40475,5015,PO712045,01/01/2024,01/10/2025,01/06/2026,8,186,4546584,11,54934,18,45252,255834,6107,15869,4924580,Closed,Completed,No,2,Underutilized
12046,10028,30062,20083,40148,5012,PO712046,06/01/2025,06/03/2026,07/02/2025,17,136,2483088,10,30090,18,21969,92880,14471,21292,2663790,Open,Completed,Yes,17,Underutilized
12047,10038,30040,20135,40048,5006,PO712047,04/10/2025,05/09/2025,06/01/2024,11,112,1101856,11,90442,14,30406,74368,11645,10839,1319556,Closed,Pending,No,10,Underutilized
12048,10024,30012,20101,40144,5047,PO712048,02/05/2026,02/08/2026,03/12/2025,20,44,115412,7,51394,9,17412,33093,15091,20245,252647,Closed,Pending,Yes,9,Underutilized
12049,10041,30037,20092,40239,5036,PO712049,07/12/2023,08/10/2023,08/02/2024,4,104,1341912,1,3761,11,49101,74492,19960,11271,1500497,Open,Completed,Yes,18,Underutilized
12050,10034,30020,20020,40170,5030,PO712050,07/04/2024,07/01/2025,07/01/2026,12,78,101634,15,140970,8,10791,98752,27812,7148,387107,Open,Pending,Yes,17,Optimal
12051,10008,30001,20062,40264,5043,PO712051,06/02/2025,06/03/2026,07/06/2024,9,125,2099875,1,4696,4,23054,48824,11007,4535,2191991,Open,Pending,No,12,Underutilized
